gsis_id,pfr_player_name,position,season,pick,round,team,college,age,y2_games,y2_points,y3_games,y3_points,y4_games,y4_points,total_games,total_points,y24_ppg,low_sample_flag,is_training,censored_incomplete_arc,best3of4_ppg,expected_ppg_at_pick,residual_ppg,head_b_training_eligible,target_version,curve_version,age_at_draft,age_at_draft_missing,age_at_draft_source,covid_eligibility_flag,covid_eligibility_flag_missing,covid_eligibility_flag_source,transfer_portal_flag,transfer_portal_flag_missing,transfer_portal_flag_source,early_declare,early_declare_missing,early_declare_source,final_college_age,final_college_age_missing,final_college_age_source,height,height_missing,height_source,weight,weight_missing,weight_source,wr_vertical_jump,wr_vertical_jump_missing,wr_vertical_jump_source,wr_meets_athletic_floor,wr_meets_athletic_floor_missing,wr_meets_athletic_floor_source,rb_speed_score,rb_speed_score_missing,rb_speed_score_source,rb_weight,rb_weight_missing,rb_weight_source,rb_3cone,rb_3cone_missing,rb_3cone_source,rb_meets_athletic_floor,rb_meets_athletic_floor_missing,rb_meets_athletic_floor_source,te_weight,te_weight_missing,te_weight_source,te_bmi,te_bmi_missing,te_bmi_source,te_height_adj_speed_score,te_height_adj_speed_score_missing,te_height_adj_speed_score_source,nfl_pick,nfl_pick_missing,nfl_pick_source,nfl_round,nfl_round_missing,nfl_round_source,rb_age_at_draft,rb_age_at_draft_missing,rb_age_at_draft_source,te_age_at_draft,te_age_at_draft_missing,te_age_at_draft_source,wr_dominator_career,wr_dominator_career_missing,wr_dominator_career_source,rb_career_dominator,rb_career_dominator_missing,rb_career_dominator_source,te_career_dominator,te_career_dominator_missing,te_career_dominator_source,wr_market_share_yds,wr_market_share_yds_missing,wr_market_share_yds_source,rb_scrimmage_ypg,rb_scrimmage_ypg_missing,rb_scrimmage_ypg_source,wr_dominator_final,wr_dominator_final_missing,wr_dominator_final_source,wr_breakout_age,wr_breakout_age_missing,wr_breakout_age_source,rb_rec_ypg,rb_rec_ypg_missing,rb_rec_ypg_source,rb_final_dominator,rb_final_dominator_missing,rb_final_dominator_source,te_deep_yard_share,te_deep_yard_share_missing,te_deep_yard_share_source,te_ryptpa_final,te_ryptpa_final_missing,te_ryptpa_final_source,rb_10_yard_split,rb_10_yard_split_missing,rb_10_yard_split_source,rb_ras_composite,rb_ras_composite_missing,rb_ras_composite_source,wr_ras_composite,wr_ras_composite_missing,wr_ras_composite_source,wr_yards_per_reception_career,wr_yards_per_reception_career_missing,wr_yards_per_reception_career_source,te_yards_per_reception_career,te_yards_per_reception_career_missing,te_yards_per_reception_career_source,te_ras_composite,te_ras_composite_missing,te_ras_composite_source,wr_rec_tds_per_game_final,wr_rec_tds_per_game_final_missing,wr_rec_tds_per_game_final_source,rb_school_sp_plus,rb_school_sp_plus_missing,rb_school_sp_plus_source,wr_early_declare,wr_early_declare_missing,wr_early_declare_source,w2_combine_degraded,w2b_cfbd_degraded,yprr_college,yprr_college_missing,yprr_college_source,ryptpa,ryptpa_missing,ryptpa_source,qb_completion_pct_final,qb_completion_pct_final_missing,qb_completion_pct_final_source,qb_yards_per_attempt_final,qb_yards_per_attempt_final_missing,qb_yards_per_attempt_final_source,qb_td_int_ratio_final,qb_td_int_ratio_final_missing,qb_td_int_ratio_final_source,qb_sack_rate_final,qb_sack_rate_final_missing,qb_sack_rate_final_source,rb_yards_per_carry_final,rb_yards_per_carry_final_missing,rb_yards_per_carry_final_source,rb_yards_per_reception_career,rb_yards_per_reception_career_missing,rb_yards_per_reception_career_source
00-0039910,Jayden Daniels,QB,2024,2,1,WAS,LSU,23.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,,,0,head_b_v3,v3,23.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,22.0,0,proxy_age_at_draft,76.0,0,nfl_combine,210.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,0,0,,,,,,,0.722,0,cfbd,11.7,0,cfbd,10.0,0,cfbd,0.050808,0,cfbd,,,,,,
00-0039851,Drake Maye,QB,2024,3,1,NWE,North Carolina,22.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,,,0,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,76.0,0,nfl_combine,223.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,0,0,,,,,,,0.633,0,cfbd,8.5,0,cfbd,2.666667,0,cfbd,0.074447,0,cfbd,,,,,,
00-0039849,Marvin Harrison Jr.,WR,2024,4,1,ARI,Ohio St.,22.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,14.8475,,0,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,75.0,0,nfl_combine,209.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,0.4423296828957206,0,cfbd,,1,,,1,,0.357,0,cfbd,,1,,0.4477,0,cfbd,20.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,16.92,0,cfbd,,1,,,1,,,1,,,1,,0,0,proxy_age_at_draft,0,0,,1,,3.0275,0,cfbd,,,,,,,,,,,,,,,,,,
00-0039337,Malik Nabers,WR,2024,6,1,NYG,LSU,21.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,13.2043,,0,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,72.0,0,nfl_combine,200.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,6,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,0.3371031623244013,0,cfbd,,1,,,1,,0.3853,0,cfbd,,1,,0.3634,0,cfbd,20.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,16.0,0,cfbd,,1,,,1,,,1,,,1,,1,0,proxy_age_at_draft,0,0,,1,,3.7616,0,cfbd,,,,,,,,,,,,,,,,,,
00-0039917,Michael Penix,QB,2024,8,1,ATL,Washington,24.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,,,0,head_b_v3,v3,24.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,23.0,0,proxy_age_at_draft,74.0,0,nfl_combine,216.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,8,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,0,0,,,,,,,,1,,,1,,,1,,,1,,,,,,,
00-0039919,Rome Odunze,WR,2024,9,1,CHI,Washington,22.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,10.4961,,0,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,75.0,0,nfl_combine,212.0,0,nfl_combine,39.0,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,9,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,0.3301214967583848,0,cfbd,,1,,,1,,0.3195,0,cfbd,,1,,0.3454,0,cfbd,19.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,15.17,0,cfbd,,1,,,1,,,1,,,1,,0,0,proxy_age_at_draft,0,0,,1,,2.4835,0,cfbd,,,,,,,,,,,,,,,,,,
00-0039923,J.J. McCarthy,QB,2024,10,1,MIN,Michigan,21.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,,,0,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,75.0,0,nfl_combine,219.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,10,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,0,0,,,,,,,0.723,0,cfbd,9.0,0,cfbd,5.5,0,cfbd,0.05,0,cfbd,,,,,,
00-0039732,Bo Nix,QB,2024,12,1,DEN,Oregon,24.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,,,0,head_b_v3,v3,24.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,23.0,0,proxy_age_at_draft,74.0,0,nfl_combine,214.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,12,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,0,0,,,,,,,0.774,0,cfbd,9.6,0,cfbd,15.0,0,cfbd,0.009634,0,cfbd,,,,,,
00-0039338,Brock Bowers,TE,2024,13,1,LVR,Georgia,21.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,10.5312,,0,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,75.0,0,nfl_combine,243.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,243.0,0,nfl_combine,30.37,0,nfl_combine_derived,,1,,13,0,nfl_data_py,1,0,nfl_data_py,,1,,21.0,0,nfl_data_py,,1,,,1,,0.1869765865780259,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1.5658,0,cfbd,,1,,,1,,,1,,,1,,14.39,0,cfbd,,1,,,1,,,1,,,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
00-0039893,Brian Thomas,WR,2024,23,1,JAX,LSU,21.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,10.3868,,0,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,75.0,0,nfl_combine,209.0,0,nfl_combine,38.5,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,23,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,0,proxy_age_at_draft,0,0,,1,,,1,,,,,,,,,,,,,,,,,,,
00-0039894,Xavier Worthy,WR,2024,28,1,KAN,Texas,21.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,10.2078,,0,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,71.0,0,nfl_combine,165.0,0,nfl_combine,41.0,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,28,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,0.22527798369162344,0,cfbd,,1,,,1,,0.2599,0,cfbd,,1,,0.2341,0,cfbd,18.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,13.97,0,cfbd,,1,,,1,,,1,,,1,,1,0,proxy_age_at_draft,0,0,,1,,2.04,0,cfbd,,,,,,,,,,,,,,,,,,
00-0039916,Ricky Pearsall,WR,2024,31,1,SFO,Florida,23.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,10.2078,,0,head_b_v3,v3,23.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,22.0,0,proxy_age_at_draft,73.0,0,nfl_combine,189.0,0,nfl_combine,42.0,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,31,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,0.2571613739468568,0,cfbd,,1,,,1,,0.3143,0,cfbd,,1,,0.2572,0,cfbd,21.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,16.84,0,cfbd,,1,,,1,,,1,,,1,,0,0,proxy_age_at_draft,0,0,,1,,2.4936,0,cfbd,,,,,,,,,,,,,,,,,,
00-0039342,Xavier Legette,WR,2024,32,1,CAR,South Carolina,23.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,10.2078,,0,head_b_v3,v3,23.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,22.0,0,proxy_age_at_draft,73.0,0,nfl_combine,221.0,0,nfl_combine,40.0,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,32,0,nfl_data_py,1,0,nfl_data_py,,1,,,1,,0.35476618705035967,0,cfbd,,1,,,1,,0.3762,0,cfbd,,1,,0.3548,0,cfbd,22.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,15.17,0,cfbd,,1,,,1,,,1,,,1,,0,0,proxy_age_at_draft,0,0,,1,,3.0461,0,cfbd,,,,,,,,,,,,,,,,,,
00-0039901,Keon Coleman,WR,2024,33,2,BUF,Florida St.,21.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,10.2078,,0,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,75.0,0,nfl_combine,213.0,0,nfl_combine,38.0,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,33,0,nfl_data_py,2,0,nfl_data_py,,1,,,1,,0.3137856328392246,0,cfbd,,1,,,1,,0.1957,0,cfbd,,1,,0.3179,0,cfbd,20.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,13.16,0,cfbd,,1,,,1,,,1,,,1,,1,0,proxy_age_at_draft,0,0,,1,,1.5196,0,cfbd,,,,,,,,,,,,,,,,,,
00-0039915,Ladd McConkey,WR,2024,34,2,LAC,Georgia,22.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,10.2078,,0,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,72.0,0,nfl_combine,186.0,0,nfl_combine,36.0,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,34,0,nfl_data_py,2,0,nfl_data_py,,1,,,1,,0.09040227195714262,0,cfbd,,1,,,1,,0.1148,0,cfbd,,1,,0.0974,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,14.45,0,cfbd,,1,,,1,,,1,,,1,,0,0,proxy_age_at_draft,0,0,,1,,1.0,0,cfbd,,,,,,,,,,,,,,,,,,
00-0039907,Ja'Lynn Polk,WR,2024,37,2,NWE,Washington,22.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,9.8012,,0,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,73.0,0,nfl_combine,203.0,0,nfl_combine,37.5,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,37,0,nfl_data_py,2,0,nfl_data_py,,1,,,1,,0.2308361835724131,0,cfbd,,1,,,1,,0.2237,0,cfbd,,1,,0.2261,0,cfbd,21.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,17.12,0,cfbd,,1,,,1,,,1,,,1,,0,0,proxy_age_at_draft,0,0,,1,,1.7391,0,cfbd,,,,,,,,,,,,,,,,,,
00-0039344,Jonathon Brooks,RB,2024,46,2,CAR,Texas,21.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,12.1136,,0,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,72.0,0,nfl_combine,216.0,0,nfl_combine,,1,,,1,,,1,,216.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,46,0,nfl_data_py,2,0,nfl_data_py,21.0,0,nfl_data_py,,1,,,1,,0.388297037985935,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,0.2293,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,23.2,0,cfbd_sp_plus,,1,,0,0,,,,,,,,,,,,,,,,,,,6.0909,0,cfbd,11.4615,0,cfbd
00-0039890,Adonai Mitchell,WR,2024,52,2,IND,Texas,21.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,9.8012,,0,head_b_v3,v3,21.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,1,0,proxy_age_at_draft,20.0,0,proxy_age_at_draft,74.0,0,nfl_combine,205.0,0,nfl_combine,39.5,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,52,0,nfl_data_py,2,0,nfl_data_py,,1,,,1,,0.3243983197430195,0,cfbd,,1,,,1,,0.218,0,cfbd,,1,,0.3173,0,cfbd,20.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,15.94,0,cfbd,,1,,,1,,,1,,,1,,1,0,proxy_age_at_draft,0,0,,1,,1.7116,0,cfbd,,,,,,,,,,,,,,,,,,
00-0039912,Ben Sinnott,TE,2024,53,2,WAS,Kansas St.,22.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,8.8173,,0,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,76.0,0,nfl_combine,250.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,250.0,0,nfl_combine,30.43,0,nfl_combine_derived,104.23,0,combine_pp_hass_approx,53,0,nfl_data_py,2,0,nfl_data_py,,1,,22.0,0,nfl_data_py,,1,,,1,,0.20781499202551834,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1.5831,0,cfbd,,1,,,1,,,1,,,1,,13.92,0,cfbd,,1,,,1,,,1,,,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
00-0039920,Malachi Corley,WR,2024,65,3,NYJ,Western Kentucky,22.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,8.5194,,0,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,71.0,0,nfl_combine,215.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,65,0,nfl_data_py,3,0,nfl_data_py,,1,,,1,,0.27296201802394965,0,cfbd,,1,,,1,,0.2786,0,cfbd,,1,,0.306,0,cfbd,20.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,11.96,0,cfbd,,1,,,1,,,1,,,1,,0,0,proxy_age_at_draft,0,0,,1,,1.7774,0,cfbd,,,,,,,,,,,,,,,,,,
00-0039921,Trey Benson,RB,2024,66,3,ARI,Florida St.,22.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,11.6922,,0,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,72.0,0,nfl_combine,216.0,0,nfl_combine,,1,,,1,,116.31,0,combine_barnwell2008,216.0,0,nfl_combine,,1,,1,0,combine_szekely2023_proxy,,1,,,1,,,1,,66,0,nfl_data_py,3,0,nfl_data_py,22.0,0,nfl_data_py,,1,,,1,,0.4340211703139867,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,0.2077,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,19.4,0,cfbd_sp_plus,,1,,0,0,,,,,,,,,,,,,,,,,,,5.8013,0,cfbd,10.5625,0,cfbd
00-0039810,Jermaine Burton,WR,2024,80,3,CIN,Alabama,23.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,8.2367,,0,head_b_v3,v3,23.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,22.0,0,proxy_age_at_draft,72.0,0,nfl_combine,196.0,0,nfl_combine,38.5,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,80,0,nfl_data_py,3,0,nfl_data_py,,1,,,1,,0.303206627405675,0,cfbd,,1,,,1,,0.2616,0,cfbd,,1,,0.3047,0,cfbd,22.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,18.99,0,cfbd,,1,,,1,,,1,,,1,,0,0,proxy_age_at_draft,0,0,,1,,2.3908,0,cfbd,,,,,,,,,,,,,,,,,,
00-0039737,Tip Reiman,TE,2024,82,3,ARI,Illinois,22.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,8.082,,0,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,77.0,0,nfl_combine,271.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,271.0,0,nfl_combine,32.13,0,nfl_combine_derived,118.47,0,combine_pp_hass_approx,82,0,nfl_data_py,3,0,nfl_data_py,,1,,22.0,0,nfl_data_py,,1,,,1,,0.09702560189663864,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,0.4903,0,cfbd,,1,,,1,,,1,,,1,,10.31,0,cfbd,,1,,,1,,,1,,,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
00-0039738,Blake Corum,RB,2024,83,3,LAR,Michigan,23.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,11.2764,,0,head_b_v3,v3,23.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,22.0,0,proxy_age_at_draft,68.0,0,nfl_combine,205.0,0,nfl_combine,,1,,,1,,97.36,0,combine_barnwell2008,205.0,0,nfl_combine,6.82,0,nfl_combine,1,0,combine_szekely2023_proxy,,1,,,1,,,1,,83,0,nfl_data_py,3,0,nfl_data_py,23.0,0,nfl_data_py,,1,,,1,,0.5829652996845426,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,0.2236,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,31.3,0,cfbd_sp_plus,,1,,0,0,,,,,,,,,,,,,,,,,,,4.7156,0,cfbd,7.2692,0,cfbd
00-0039739,Roman Wilson,WR,2024,84,3,PIT,Michigan,23.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,8.2367,,0,head_b_v3,v3,23.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,22.0,0,proxy_age_at_draft,71.0,0,nfl_combine,185.0,0,nfl_combine,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,84,0,nfl_data_py,3,0,nfl_data_py,,1,,,1,,0.3730889235569423,0,cfbd,,1,,,1,,0.2328,0,cfbd,,1,,0.3783,0,cfbd,22.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,15.26,0,cfbd,,1,,,1,,,1,,,1,,0,0,proxy_age_at_draft,0,0,,1,,1.8338,0,cfbd,,,,,,,,,,,,,,,,,,
00-0039811,MarShawn Lloyd,RB,2024,88,3,GNB,USC,23.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,7.3666,,0,head_b_v3,v3,23.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,22.0,0,proxy_age_at_draft,69.0,0,nfl_combine,220.0,0,nfl_combine,,1,,,1,,111.2,0,combine_barnwell2008,220.0,0,nfl_combine,,1,,1,0,combine_szekely2023_proxy,,1,,,1,,,1,,88,0,nfl_data_py,3,0,nfl_data_py,23.0,0,nfl_data_py,,1,,,1,,0.37267487555671996,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,0.1862,0,cfbd,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,9.4,0,cfbd_sp_plus,,1,,0,0,,,,,,,,,,,,,,,,,,,7.069,0,cfbd,17.8462,0,cfbd
00-0039855,Jalen McMillan,WR,2024,92,3,TAM,Washington,22.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,8.2367,,0,head_b_v3,v3,22.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,21.0,0,proxy_age_at_draft,73.0,0,nfl_combine,197.0,0,nfl_combine,37.0,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,92,0,nfl_data_py,3,0,nfl_data_py,,1,,,1,,0.12000867833988463,0,cfbd,,1,,,1,,0.1047,0,cfbd,,1,,0.0952,0,cfbd,20.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,13.75,0,cfbd,,1,,,1,,,1,,,1,,0,0,proxy_age_at_draft,0,0,,1,,0.8139,0,cfbd,,,,,,,,,,,,,,,,,,
00-0039355,Luke McCaffrey,WR,2024,100,3,WAS,Rice,23.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,,8.2367,,0,head_b_v3,v3,23.0,0,nfl_data_py,0,0,proxy_draft_year_age,,1,,0,0,proxy_age_at_draft,22.0,0,proxy_age_at_draft,74.0,0,nfl_combine,198.0,0,nfl_combine,36.0,0,nfl_combine,1,0,nfl_combine_szekely2023_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,100,0,nfl_data_py,3,0,nfl_data_py,,1,,,1,,0.3752652923995041,0,cfbd,,1,,,1,,0.3038,0,cfbd,,1,,0.3662,0,cfbd,21.0,0,cfbd_proxy,,1,,,1,,,1,,,1,,,1,,,1,,,1,,13.61,0,cfbd,,1,,,1,,,1,,,1,,0,0,proxy_age_at_draft,0,0,,1,,2.2343,0,cfbd,,,,,,,,,,,,,,,,,,
